sentence,5_o_Clock_Shadow,Arched_Eyebrows,Attractive,Bags_Under_Eyes,Bald,Bangs,Big_Lips,Big_Nose,Black_Hair,Blond_Hair,Blurry,Brown_Hair,Bushy_Eyebrows,Chubby,Double_Chin,Eyeglasses,Goatee,Gray_Hair,Heavy_Makeup,High_Cheekbones,Male,Mouth_Slightly_Open,Mustache,Narrow_Eyes,No_Beard,Oval_Face,Pale_Skin,Pointy_Nose,Receding_Hairline,Rosy_Cheeks,Sideburns,Smiling,Straight_Hair,Wavy_Hair,Wearing_Earrings,Wearing_Hat,Wearing_Lipstick,Wearing_Necklace,Wearing_Necktie,Young
"This person has straight hair, a chubby figure, a big nose, and a blurry face.",0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"This person's hair is a unique combination of black, straight and gray strands, creating a captivatingly beautiful and diverse look.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"He was a bald man, yet his wavy hair gave him an interesting look.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"With his striking features of thick sideburns, dark brown hair, and full lips, he was certainly a sight to behold.",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"This person has a bald head, a large nose, and straight hair cascading down their back, with some waves at the ends, and no facial hair.",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"This person has a striking look, with a bald head and a sleek mane of straight hair framing their face, finished off with a set of stylish bangs.",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"With her blond hair, pointy nose, and a hint of lipstick, the woman had bags under her eyes that betrayed her exhaustion.",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"This person has a shiny bald head and a beaming smile, framed by a pair of eyeglasses and topped off with a stylish hat, all of which is complemented by their rosy-cheeked complexion.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
"This person had a head full of gray hair, big lips, a thick mustache, and bushy eyebrows, making them an unmistakable figure.",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"This person has narrow eyes, a pointy nose, and is bald, all while wearing a stylish necktie.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"This person had blurry vision, high cheekbones, bags under their eyes, and straight hair that cascaded down their face.",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"This person had pale skin that was almost ethereal, their blurry, wavy hair cascading around their face in a mysterious fog.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"With bags under his eyes, a double chin, and a lack of a beard, this person had a unique appearance.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"This male individual with his pale complexion stands out with his lipstick, accentuated further by the necklace he wears.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
"This person has a beaming smile that highlights their oval face, and a thick mane of straight and wavy hair with distinguished sideburns.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0
"This male with pale skin was wearing earrings, making him look both stylish and unique.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"This person had an oval-shaped face, was completely bald except for a fringe of bangs across the forehead.",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"With high cheekbones, arched eyebrows, and rosy cheeks, this person's face is striking - with bags under their eyes and their mouth slightly open, they appear to be both mysterious and tired.",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"With her narrow eyes peering through her eyeglasses, she had an attractive oval face that captivated everyone's attention.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"This person has an oval face, highlighted by her straight, blond hair and heavy makeup, creating a stunning look.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"This person had a pale complexion and a five o'clock shadow, accentuating their high cheekbones and their ruggedly handsome look, completed with a goatee and mustache.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"A charming figure with a wispy mustache, bangs, and a beaming smile, their eyes slightly shadowed by bags underneath, is an attractive sight to behold.",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"This person had a pointy nose, a mustache, and blond hair that was slightly blurry, with a receding hairline.",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"The person had a broad, beaming smile, with wavy hair cascading down their shoulders and a necklace adorning their neck. Their eyes were narrow and magnified by a pair of eyeglasses.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
"This person had a prominent nose, accompanied by a thick mustache, a neatly trimmed goatee, and arched eyebrows that were complemented by a bushy set of brows.",0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"This person had a look that was both glamorous and smart, with bright lipstick on their full lips, eyeglasses perched atop their nose, and a visage that seemed to be filled with character.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"He had an alluring 5 o'clock shadow, a dashing mustache, and was blessed with youth, making him an incredibly attractive young man.",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"This person has an unblemished complexion, coupled with a lack of facial hair, and a pair of eyeglasses perched atop their straight tresses.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"This person has a pale complexion, high cheekbones, and is dressed smartly with a necktie; they are clean-shaven, with no hint of a beard.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"This person had a chubby figure, a head of wavy hair, and bushy eyebrows that framed their face.",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
He was a male with a pointy nose and a clean-shaven face.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"This person had brown hair, bushy eyebrows, and accessorized with a necklace and earrings, making her look elegant and stylish.",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"This person has an oval face, adorned with a goatee and adorned with earrings, and a big nose.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"This person is an attractive sight, with bangs framing their face and a necktie adding a touch of sophistication. The only thing that detracts from their looks is the bags under their eyes.",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"This person had a goatee, a big nose, narrow eyes, and a chubby face.",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"This person stands out with their bald head, heavy makeup, and large lips, all complemented by a vibrant necktie.",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"This young, attractive individual with eyeglasses and a prominent nose was wearing a subtle shade of lipstick, enhancing their already captivating features.",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"This person had a captivating appeal, with wavy hair and brown locks accentuated by heavy makeup.",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"This person had rosy cheeks, a pointy nose and distinguished sideburns, making them a truly unique individual.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"He sported a pair of eyeglasses, had sideburns that ran down his cheeks, and wore his bangs swept across his forehead.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"With her attractive young face, pointy nose, and big lips, she was an eye-catching beauty.",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"This young person has high cheekbones and is adorned with a dazzling necklace, making them look even more exquisite.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"This person had bushy eyebrows, dark circles under their eyes, and a distinguished mustache - a look that could only be described as unique.",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"This person had wavy hair cascading down their shoulders, adorned with a pair of dangling earrings, and a double chin that softened the angles of their face.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"This young person has wavy locks adorned with heavy makeup, creating a look that is both striking and unique.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"This person had a unique combination of features: brown hair, a bald head, blond locks peeking out from under a hat, and bags under their eyes.",0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"This person had an oval face with bright blond hair, accented by a pair of big, full lips and striking gray streaks.",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"This person was beaming with a wide, cheerful grin, yet the bags under their eyes betrayed their true exhaustion. To cover it up, they had applied a heavy layer of makeup, making it clear that they were putting on a brave face",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"This person had a cheerful smile on their face, their high cheekbones accentuated by the bags under their eyes, all framed by a head of gray hair.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"This person had a pointy nose, double chin and was wearing a hat atop a head of blond hair; completing their look were a pair of eyeglasses.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"This person has bangs framing their face, narrow eyes accentuated with heavy makeup, and a clean-shaven complexion.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"This person had a chubby figure, with a receding hairline accentuated by their wavy hair, all topped off with a smart necktie.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
"He stood there with a neat black mustache, a pointy nose, and a dapper necktie adorning his head of jet-black hair.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"This person had a sharp pointy nose, with bangs of brown hair that framed their face, their ears adorned with earrings and a light 5 o'clock shadow dusting their jawline.",1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"This person has a unique look, with bangs peeking out from beneath their eyeglasses, wavy hair cascading down their back, and a mix of gray and silver strands shining in the light.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"This person had a pointy nose, wavy locks, and a goatee, and was wearing a necklace around their neck.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
"She had rosy cheeks, wavy hair cascading down her shoulders, and big lips, all of which were complemented by her double chin, while she was wearing a stylish necktie.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
"This person had a pale complexion, a balding head, and a blurry halo of brown hair.",0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"This person was a chubby individual with rosy cheeks, wearing a necklace and sporting heavy makeup, including lipstick, to complete the look.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
"This person had a neatly trimmed goatee, rosy cheeks, and arched eyebrows, creating a striking visage.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"He had an alluring 5 o'clock shadow that accentuated his attractive features, making him an irresistible male.",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"This person had a 5 o'clock shadow, a receding hairline and was wearing a hat, making them look a little mysterious.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"With blurry vision, the person had long, blond hair that was accentuated with prominent sideburns.",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"He was a male with pale skin, his neck adorned with a delicate necklace.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"This handsome man with his blond hair and goatee, adorned with a pair of eyeglasses and swept-over bangs, is truly a sight to behold.",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"This person had a large, prominent nose, bags beneath their eyes, a double chin, bangs that framed their face, and a pair of eyeglasses perched atop their nose.",0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"This person had a prominent nose with a pointy tip, full lips, sideburns that framed his face, a goatee to complete his look, and a head of bright blond hair.",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"With her high cheekbones, oval face, and undeniable attractiveness, she was a captivating sight to behold.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"This person had a mustache adorning their face, with gray hair and a dash of lipstick to complete the look.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"This person is the epitome of beauty, wearing heavy makeup and sporting a head of gray hair, yet still managing to keep a bright, cheerful smile, all without a single hint of a beard.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"She was a captivating beauty, with her sideburns framing her face and her bangs emphasizing her alluring eyes.",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"This young person has a pointy nose, a hairstyle with bangs, and prominent sideburns that give them a dashing, edgy look.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
"This person had an unforgettable look, with their lusciously painted lips, arched eyebrows, pointy nose, neatly trimmed mustache and distinguished goatee.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"This young person's mouth is slightly open, radiating a warm smile that is full of joy and innocence.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"This young person has a pointy nose, full lips, and a double chin, creating an endearing and unique look.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"This person had wavy, blond hair that framed their rosy cheeks and a pointy nose that was free of any facial hair.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"She had brown hair that was accentuated by her heavy makeup and bangs, and her 5 o'clock shadow only added to her unique look.",1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A stunning person with gray locks, attractive sideburns, full lips, and an abundance of heavy makeup!",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"This person has a goatee, bushy eyebrows, pale skin, a pointy nose, and arched eyebrows, making them appear distinct and striking.",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"This person had a captivating beauty, with high cheekbones, and her jet-black hair was adorned with stylish earrings, making her even more alluring.",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"This chubby person had blond hair and was wearing a delicate necklace, making them look even more attractive.",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"This young person had bags under their eyes, and sported a goatee without any accompanying beard, while their bangs hung low over their forehead.",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"This person had large, full lips and a hazy complexion, heavily made up and accessorised with a pair of dangling earrings.",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"This person was an attractive figure, with a blurry aura surrounding them, sporting a stylish hat atop their head.",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"This person has high cheekbones, narrow eyes, and a pointy nose, creating a sharp, distinct facial structure that stands out in any crowd.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"This person had arched eyebrows, a jet-black mane of straight hair that cascaded down her face.",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"This person had a striking appearance, with pale skin, a bald head, and a touch of color from the bold lipstick adorning their lips - all framed by a full head of jet-black hair.",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"This person had a distinct appearance, sporting black hair, bushy eyebrows, and a necklace that hung around their neck. Their mouth was slightly open, giving them an inquisitive look.",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"This person had a chubby face with a double chin, a pointy nose and lips adorned with a touch of lipstick.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"This man had a slightly blurred appearance, with an oval-shaped face and a pointy nose, and his eyes were narrow and piercing.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
This attractive male with black hair and straight locks is further complemented by the stylish earrings he is wearing.,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"This person had bags under their eyes, long blond hair, with earrings adorning their lobes, their eyebrows arched in a questioning look, and a large nose.",0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"This person has wavy hair with sideburns, a double chin, and a necklace adorning their neck.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"This person had bushy eyebrows, rosy cheeks, and arched eyebrows, and was adorned with earrings, giving them an elegant and distinguished look.",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"This chubby male with sideburns and wearing earrings had a blurry, yet unique appearance.",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"This person had blond hair, bushy eyebrows, a double chin, and a chubby physique, topped off with a stylish hat.",0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"This person had a blurry, chubby figure, wearing a necktie with bags under their eyes and a necklace around their neck.",0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"This person has an attractive oval face, bushy eyebrows, and a receding hairline that adds a certain unique charm to their appearance.",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"This person had a blurry face, wearing a necktie but without any beard, only having sideburns.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"With his 5 o'clock shadow and distinctively contrasting black and blond hair, the male individual presented an intriguingly unique look.",1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"This person is bald, with bags under their eyes, a 5 o'clock shadow, and wearing a necklace - a unique combination that gives them a special look.",1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"This person has an interesting combination of features: a bald head with a fringe of wavy, blond hair.",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"This person had big lips, a five o'clock shadow, and a hat atop their head, their mouth slightly agape.",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"This person has a pointy nose and straight hair, their mouth slightly open as if in awe of something.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"This person has a round face and a double chin, their skin is pasty and chubby.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"This person had black hair, pale skin, and a five o'clock shadow that gave them an air of mysteriousness.",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"With a young 5 o'clock shadow and high cheekbones, this person had bags under their eyes, topped off with a stylish hat.",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"This person had a cheerful expression, their wavy gray hair cascading down their face while they beamed a wide smile.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"This person had a perfect complexion, highlighted by their golden-blonde hair, arched eyebrows, and a pointed nose, all of which was free of any facial hair.",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"This smiling male is donning a necklace and striking sideburns, creating a dashingly handsome look.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
